0 -4868.401150520949
1 -4868.401150520949
2 -4868.401150520949
3 -4868.401150520949
4 -4868.401150520949
5 -4868.401150520949
6 -4868.401150520949
7 -4868.401150520949
8 -4868.401150520949
9 -4868.401150520949
10 -4868.401150520949
11 -4868.401150520949
12 -4868.401150520949
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 0
25 0
26 0
27 0
28 0
29 0
30 0
31 0
32 0
33 0
34 0
35 0
36 0
37 0
38 0
39 0
40 0
41 0
42 0
43 0
44 0
45 0
46 0
47 0
48 0
49 0
50 0
51 0
52 4868.401150520949
53 4868.401150520949
54 4868.401150520949
55 4868.401150520949
56 4868.401150520949
57 4868.401150520949
58 4868.401150520949
59 4868.401150520949
60 4868.401150520949
61 4868.401150520949
62 4868.401150520949
63 4868.401150520949
64 4868.401150520949
65 4868.401150520949
66 4868.401150520949
67 4868.401150520949
68 4868.401150520949
69 4868.401150520949
70 4868.401150520949
71 4868.401150520949
72 4868.401150520949
73 4868.401150520949
74 4868.401150520949
75 4868.401150520949
76 4868.401150520949
77 4868.401150520949
78 4868.401150520949
79 4868.401150520949
80 4868.401150520949
81 4868.401150520949
82 4868.401150520949
83 4868.401150520949
84 4868.401150520949
85 4868.401150520949
86 4868.401150520949
87 4868.401150520949
88 4868.401150520949
89 4868.401150520949
90 4868.401150520949
91 4868.401150520949
92 4868.401150520949
93 4868.401150520949
94 4868.401150520949
95 4868.401150520949
96 4868.401150520949
97 4868.401150520949
98 4868.401150520949
99 4868.401150520949
100 4868.401150520949
