0 -3703.7506478525174
1 -3786.345251503563
2 -3868.9398551546087
3 -3951.534458805654
4 -4034.1290624567
5 -4116.723666107746
6 -4199.318269758791
7 -4281.912873409837
8 -4364.507477060883
9 -4447.102080711928
10 -4529.696684362973
11 -4612.291288014019
12 -4694.885891665065
13 -4759.8810661311645
14 -4759.8810661311645
15 -4759.8810661311645
16 -4759.8810661311645
17 -4759.8810661311645
18 -4759.8810661311645
19 -4759.8810661311645
20 -4759.8810661311645
21 -4759.8810661311645
22 -4759.8810661311645
23 -4759.8810661311645
24 -4759.8810661311645
25 -4759.8810661311645
26 -4759.8810661311645
27 -4759.8810661311645
28 -4759.8810661311645
29 -4759.8810661311645
30 -4759.8810661311645
31 -4759.8810661311645
32 -4759.8810661311645
33 -4759.8810661311645
34 -4759.8810661311645
35 -4759.8810661311645
36 -4759.8810661311645
37 -4759.8810661311645
38 -4759.8810661311645
39 -4759.8810661311645
40 -4759.8810661311645
41 -4759.8810661311645
42 -4759.8810661311645
43 -4759.8810661311645
44 -4759.8810661311645
45 -4759.8810661311645
46 -4759.8810661311645
47 -4759.8810661311645
48 -4759.8810661311645
49 -4759.8810661311645
50 -4759.8810661311645
51 -4759.8810661311645
52 -4747.387756503035
53 -4664.793152851989
54 -4582.1985492009435
55 -4499.6039455498985
56 -4417.009341898853
57 -4334.414738247807
58 -4251.820134596761
59 -4169.225530945715
60 -4086.630927294669
61 -4004.0363236436247
62 -3921.4417199925783
63 -3838.8471163415325
64 -3756.2525126904875
65 -3673.6579090394416
66 -3591.0633053883957
67 -3508.468701737351
68 -3425.874098086305
69 -3343.279494435259
70 -3260.684890784214
71 -3178.090287133168
72 -3095.495683482122
73 -3012.901079831077
74 -2930.306476180031
75 -2847.7118725289847
76 -2765.11726887794
77 -2682.5226652268943
78 -2599.928061575848
79 -2517.333457924803
80 -2434.738854273757
81 -2352.1442506227113
82 -2269.5496469716663
83 -2186.9550433206205
84 -2104.3604396695746
85 -2021.7658360185283
86 -1939.1712323674833
87 -1856.5766287164374
88 -1773.9820250653916
89 -1691.3874214143466
90 -1608.7928177633007
91 -1526.1982141122548
92 -1443.6036104612099
93 -1361.0090068101636
94 -1278.4144031591177
95 -1195.8197995080727
96 -1113.2251958570282
97 -1030.6305922059832
98 -948.0359885549369
99 -865.441384903891
100 -782.8467812528461
