0 4217.227752646422
1 4153.691338638156
2 4088.753670225958
3 4022.4147474098286
4 3954.674570189767
5 3885.5331385657746
6 3814.99045253785
7 3743.046512105994
8 3669.7013172702063
9 3594.954868030487
10 3518.807164386836
11 3441.258206339254
12 3362.3079938877395
13 3281.988338287987
14 3201.234826420718
15 3120.481314553449
16 3039.72780268618
17 2958.9742908189105
18 2878.2207789516415
19 2797.4672670843725
20 2716.7137552171034
21 2635.960243349834
22 2555.206731482565
23 2474.453219615296
24 2393.6997077480273
25 2312.9461958807583
26 2232.1926840134893
27 2151.43917214622
28 2070.6856602789503
29 1989.9321484116817
30 1909.1786365444123
31 1828.4251246771432
32 1747.6716128098744
33 1666.918100942605
34 1586.164589075336
35 1505.4110772080671
36 1424.6575653407976
37 1343.9040534735286
38 1263.1505416062598
39 1182.39702973899
40 1101.6435178717215
41 1020.8900060044525
42 940.136494137183
43 859.382982269914
44 778.6294704026445
45 697.8759585353755
46 617.1224466681069
47 536.3689348008375
48 455.6154229335689
49 374.86191106629985
50 294.1083991990313
51 213.3548873317618
52 6441.375932424969
53 6361.535002347038
54 6283.09532667304
55 6206.056905402973
56 6130.419738536837
57 6056.1838260746335
58 5983.3491680163625
59 5911.915764362022
60 5841.883615111612
61 5773.252720265135
62 5706.02307982259
63 5640.194693783976
64 5575.767562149294
65 5512.741684918543
66 5451.117062091724
67 5390.893693668837
68 5332.071579649881
69 5274.650720034856
70 5218.631114823765
71 5164.012764016604
72 5110.7956676133745
73 5058.9798256140775
74 5008.565238018711
75 4959.551904827276
76 4911.939826039774
77 4865.729001656203
78 4820.919431676563
79 4777.511116100857
80 4735.504054929081
81 4694.898248161236
82 4655.693695797323
83 4617.890397837342
84 4581.488354281291
85 4546.487565129174
86 4512.888030380988
87 4480.689750036733
88 4449.89272409641
89 4420.496952560019
90 4392.502435427559
91 4365.909172699031
92 4340.717164374435
93 4316.92641045377
94 4294.536910937037
95 4273.548665824235
96 4253.961675115365
97 4235.775938810427
98 4218.99145690942
99 4203.608229412345
100 4189.626256319201
